title,property_size,house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
5bdrm Duplex in Maitama for sale,1000.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 6,000,000,000"
"5bdrm Duplex in River Park Estate, Lugbe District for sale",550.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 280,000,000"
4bdrm Duplex in Banana Island for sale,350.0,Duplex,4.0,4.0,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 2,700,000,000"
5bdrm Duplex in Ojodu for sale,550.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ojodu",Ojodu,Lagos State,enterprise,"₦ 400,000,000"
4bdrm Duplex in Guzape District for sale,300.0,Duplex,4.0,4.0,semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 400,000,000"
5bdrm Duplex in Lekki for sale,250.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 350,000,000"
4bdrm Duplex in Lekki Phase 1 for sale,250.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 750,000,000"
4bdrm Duplex in Gbalajam Woji for sale,330.0,Duplex,4.0,4.0,semi-furnished,"Port-Harcourt, Woji",Woji,Port-Harcourt,enterprise,"₦ 330,000,000"
"4bdrm Duplex in Secured Estate, Omole Phase 1 for sale",300.0,Duplex,4.0,4.0,semi-furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 670,000,000"
"3bdrm Duplex in Naf Harmony Estate, Port-Harcourt for sale",465.0,Duplex,3.0,4.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 300,000,000"
5bdrm Duplex in Ada George Port for sale,955.0,Duplex,5.0,7.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 400,000,000"
"Furnished 3bdrm Block of Flats in Kings Court, Ikeja GRA for sale",600.0,Block of Flats,3.0,3.0,furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 450,000,000"
5bdrm Duplex in Ikate for sale,600.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,vip_gold,"₦ 1,200,000,000"
Furnished 4bdrm Maisonette in Banana Island for sale,1000.0,Maisonette,4.0,1.0,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 4,500,000,000"
"5bdrm Duplex in Naf Valley Estate, Asokoro for sale",820.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 650,000,000"
5bdrm Duplex in Osapa London Lekki for sale,1000.0,Duplex,5.0,6.0,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,650,000,000"
2bdrm Block of Flats in Lokogoma for sale,250.0,Block of Flats,2.0,2.0,unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),enterprise,"₦ 55,000,000"
5bdrm Duplex in Omole Phase 1 for sale,400.0,Duplex,5.0,5.0,unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 850,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 1,300,000,000"
"4bdrm House in Naf Ville Estate, Idu Industrial for sale",450.0,House,4.0,4.0,unfurnished,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),False,"₦ 160,000,000"
4bdrm Duplex in Guzape District for sale,200.0,Duplex,4.0,4.0,semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 450,000,000"
5bdrm Duplex in Off Lekki-Epe Expressway for sale,450.0,Duplex,5.0,5.0,semi-furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 700,000,000"
5bdrm Duplex in Maitama for sale,700.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 2,000,000,000"
3bdrm Duplex in Pen Cinema for sale,1000.0,Duplex,3.0,1.0,unfurnished,"Agege, Pen Cinema",Pen Cinema,Agege,enterprise,"₦ 140,000,000"
2bdrm Apartment in Alausa Ikeja Lagos for sale,1000.0,Apartment,2.0,2.0,semi-furnished,"Ikeja, Alausa",Alausa,Ikeja,enterprise,"₦ 230,000,000"
5bdrm Duplex in Lekki for sale,450.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 650,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 470,000,000"
Furnished 4bdrm Duplex in Sangotedo Lagos for sale,767.0,Duplex,4.0,3.0,furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 240,000,000"
5bdrm Duplex in Ojodu for sale,400.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ojodu",Ojodu,Lagos State,enterprise,"₦ 580,000,000"
4bdrm Duplex in Ajah for sale,250.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 170,000,000"
"3bdrm Bungalow in Ada George, Port-Harcourt for sale",465.0,Bungalow,3.0,3.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 100,000,000"
5bdrm Duplex in Lekki Palm City for sale,10.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 260,000,000"
8bdrm Mansion in Maitama Main Abuja for sale,2300.0,Mansion,8.0,9.0,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 8,000,000,000"
3bdrm Duplex in Ikota for sale,1000.0,Duplex,3.0,1.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 170,000,000"
4bdrm House in Ikeja GRA for sale,1000.0,House,4.0,1.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 800,000,000"
4bdrm House in Old Ikoyi for sale,1000.0,House,4.0,1.0,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 450,000,000"
4bdrm Duplex in Alaka Estate for sale,1000.0,Duplex,4.0,1.0,unfurnished,"Surulere, Alaka Estate",Alaka Estate,Surulere,enterprise,"₦ 450,000,000"
4bdrm Duplex in Life Camp for sale,350.0,Duplex,4.0,6.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 200,000,000"
"5bdrm Duplex in Efab City Estate, Life Camp for sale",620.0,Duplex,5.0,5.0,semi-furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 400,000,000"
4bdrm Block of Flats in Ejigbo for sale,500.0,Block of Flats,4.0,4.0,unfurnished,"Ejigbo, Ejigbo / Ejigbo",Ejigbo / Ejigbo,Ejigbo,enterprise,"₦ 120,000,000"
7bdrm Duplex in Galadimawa for sale,500.0,Duplex,7.0,8.0,unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),enterprise,"₦ 315,000,000"
7bdrm Duplex in Lekki for sale,500.0,Duplex,7.0,7.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 800,000,000"
3bdrm Maisonette in Osborne Foreshore Estate for sale,150.0,Maisonette,3.0,3.0,unfurnished,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Ikoyi,enterprise,"₦ 540,000,000"
4bdrm Maisonette in Banana Island for sale,35.0,Maisonette,4.0,4.0,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 4,500,000,000"
3bdrm Duplex in Ilupeju for sale,200.0,Duplex,3.0,3.0,unfurnished,"Lagos State, Ilupeju",Ilupeju,Lagos State,enterprise,"₦ 300,000,000"
6bdrm Duplex in Apo Resettlement for sale,600.0,Duplex,6.0,7.0,semi-furnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,enterprise,"₦ 665,000,000"
"4bdrm Duplex in Secured Estate, Alakuko for sale",280.0,Duplex,4.0,4.0,semi-furnished,"Ifako-Ijaiye, Alakuko",Alakuko,Ifako-Ijaiye,enterprise,"₦ 270,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,200,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,100,000,000"
"5bdrm Duplex in Barnawa Gra Phase 1, Kaduna / Kaduna State for sale",900.0,Duplex,5.0,5.0,semi-furnished,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,enterprise,"₦ 108,000,000"
4bdrm Duplex in Opebi Ikeja Lagos for sale,2000.0,Duplex,4.0,4.0,semi-furnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 370,000,000"
4bdrm Duplex in Lekki for sale,300.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 280,000,000"
5bdrm Duplex in Ayobo for sale,167.0,Duplex,5.0,6.0,unfurnished,"Ipaja, Ayobo",Ayobo,Ipaja,enterprise,"₦ 70,000,000"
8bdrm Block of Flats in Igando / Ikotun/Igando for sale,300.0,Block of Flats,8.0,8.0,unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,enterprise,"₦ 55,000,000"
"4bdrm Duplex in Nuga Luxury, Lugbe District for sale",350.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 75,000,000"
"5bdrm Duplex in Bricks Garden, Lugbe District for sale",500.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 90,000,000"
6bdrm Duplex in Lokogoma for sale,600.0,Duplex,6.0,7.0,unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),enterprise,"₦ 330,000,000"
5bdrm Duplex in Sangotedo Ajah for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 400,000,000"
5bdrm House in Lekki for sale,500.0,House,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 650,000,000"
5bdrm Duplex in Abuja (FCT) for sale,400.0,Duplex,5.0,5.0,unfurnished,Abuja (FCT),Abuja (FCT),,enterprise,"₦ 390,000,000"
"4bdrm Duplex in Choose Estate Off, Rumuosi for sale",320.0,Duplex,4.0,4.0,semi-furnished,"Port-Harcourt, Rumuosi",Rumuosi,Port-Harcourt,enterprise,"₦ 120,000,000"
"3bdrm Duplex in Harmony Estate Off, Obio-Akpor for sale",468.0,Duplex,3.0,3.0,semi-furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,"₦ 300,000,000"
"5bdrm Duplex in Secured Estate, Magodo Isheri for sale",300.0,Duplex,5.0,5.0,semi-furnished,"Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,enterprise,"₦ 400,000,000"
"Furnished 4bdrm Duplex in Centenary City, Enugu for sale",500.0,Duplex,4.0,5.0,furnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,"₦ 200,000,000"
5bdrm Duplex in Chevron for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 600,000,000"
5bdrm House in Osapa london for sale,1000.0,House,5.0,1.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,700,000,000"
"6bdrm Duplex in Private Property, Katampe Extension for sale",4000.0,Duplex,6.0,6.0,semi-furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 1,500,000,000"
"3bdrm Apartment in Private Property, Katampe (Main) for sale",2200.0,Apartment,3.0,3.0,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,enterprise,"₦ 120,000,000"
5bdrm Duplex in Adeniyi Jones Ikeja for sale,600.0,Duplex,5.0,6.0,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 750,000,000"
4bdrm Penthouse in Banana Island Ikoyi for sale,1000.0,Penthouse,4.0,5.0,semi-furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 2,250,000,000"
2bdrm Apartment in Chevron for sale,300.0,Apartment,2.0,2.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 100,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 480,000,000"
"4bdrm Duplex in Riverview (Tinubu), Berger for sale",250.0,Duplex,4.0,5.0,unfurnished,"Ojodu, Berger",Berger,Ojodu,enterprise,"₦ 250,000,000"
"4bdrm Bungalow in Royal Garden, Lugbe District for sale",400.0,Bungalow,4.0,5.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 80,000,000"
8bdrm Mansion in Asokoro Main for sale,450.0,Mansion,8.0,9.0,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 2,500,000,000"
5bdrm Duplex in Ajah for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 530,000,000"
4bdrm Duplex in Lekki for sale,250.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 250,000,000"
2bdrm Apartment in Yaba for sale,250.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,"₦ 150,000,000"
"3bdrm Bungalow in Rumuosi, Port-Harcourt for sale",450.0,Bungalow,3.0,3.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 65,000,000"
"Furnished 5bdrm Duplex in Ada George, Port-Harcourt for sale",1860.0,Duplex,5.0,5.0,furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 400,000,000"
4bdrm Duplex in Guzape Main Abuja for sale,500.0,Duplex,4.0,5.0,semi-furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,"₦ 850,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 600,000,000"
"Furnished 4bdrm Apartment in Victoria Crest 2, Chevron for sale",300.0,Apartment,4.0,5.0,furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 240,000,000"
4bdrm Duplex in Gbalajam-Woji Port for sale,400.0,Duplex,4.0,5.0,semi-furnished,"Port-Harcourt, Woji",Woji,Port-Harcourt,enterprise,"₦ 330,000,000"
3bdrm Apartment in Lekki Phase 1 for sale,500.0,Apartment,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 160,000,000"
5bdrm Duplex in Jakande for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Jakande",Jakande,Lekki,enterprise,"₦ 600,000,000"
"6bdrm Duplex in Country Home, Lugbe District for sale",450.0,Duplex,6.0,7.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 93,000,000"
"3bdrm Bungalow in Pyakasa Axis, Lugbe District for sale",600.0,Bungalow,3.0,4.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 95,000,000"
Furnished 4bdrm Duplex in Katampe Extension for sale,500.0,Duplex,4.0,5.0,furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 650,000,000"
"5bdrm Duplex in Independence Layout, Enugu for sale",1200.0,Duplex,5.0,6.0,unfurnished,"Enugu State, Enugu",Enugu,Enugu State,enterprise,"₦ 700,000,000"
4bdrm Duplex in Ikota for sale,250.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 200,000,000"
"5bdrm Duplex in New Road Ada George, Port-Harcourt for sale",465.0,Duplex,5.0,6.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 135,000,000"
Furnished 4bdrm Duplex in Sangotedo for sale,500.0,Duplex,4.0,4.0,furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 180,000,000"
2bdrm House in Bode Thomas for sale,1000.0,House,2.0,1.0,unfurnished,"Surulere, Bode Thomas",Bode Thomas,Surulere,enterprise,"₦ 95,000,000"
5bdrm Duplex in Chevron Drive Lekki for sale,500.0,Duplex,5.0,6.0,semi-furnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 600,000,000"
6bdrm Duplex in Katampe for sale,500.0,Duplex,6.0,7.0,unfurnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),enterprise,"₦ 850,000,000"
5bdrm Villa in Apo District for sale,600.0,Villa,5.0,7.0,unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),enterprise,"₦ 650,000,000"
5bdrm Duplex in Akobo for sale,500.0,Duplex,5.0,6.0,unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,"₦ 190,000,000"
5bdrm Duplex in Asokoro for sale,800.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),enterprise,"₦ 1,000,000,000"
5bdrm Mansion in Osapa london for sale,500.0,Mansion,5.0,5.0,semi-furnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,720,000,000"
Furnished 4bdrm Apartment in Lekki Phase 2 for sale,400.0,Apartment,4.0,4.0,furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 340,000,000"
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",200.0,Duplex,4.0,4.0,semi-furnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 230,000,000"
2bdrm Apartment in Katampe Extension for sale,150.0,Apartment,2.0,2.0,semi-furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,"₦ 150,000,000"
18bdrm Block of Flats in Wuse 2 Abuja Nigeria for sale,2700.0,Block of Flats,18.0,2.0,unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),enterprise,"₦ 7,000,000,000"
5bdrm Duplex in Lekki for sale,450.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 500,000,000"
5bdrm Duplex in Lekki for sale,450.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 480,000,000"
4bdrm Duplex in Banana Island for sale,400.0,Duplex,4.0,4.0,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 3,500,000,000"
Furnished 4bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,4.0,5.0,furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 230,000,000"
4bdrm Duplex in Ayobo for sale,1000.0,Duplex,4.0,1.0,unfurnished,"Ipaja, Ayobo",Ayobo,Ipaja,enterprise,"₦ 120,000,000"
4bdrm Duplex in Opebi for sale,1000.0,Duplex,4.0,1.0,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 520,000,000"
"3bdrm Duplex in Citadel City, Sangotedo for sale",500.0,Duplex,3.0,4.0,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 206,000,000"
5bdrm Duplex in Lekki for sale,400.0,Duplex,5.0,5.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 1,400,000,000"
3bdrm Apartment in Idu By Nizamiye for sale,250.0,Apartment,3.0,4.0,unfurnished,"Jiwa, Idu",Idu,Jiwa,enterprise,"₦ 110,000,000"
2bdrm Bungalow in Fha Lugbe for sale,300.0,Bungalow,2.0,3.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 50,000,000"
5bdrm Duplex in Omole Phase 1 for sale,450.0,Duplex,5.0,5.0,unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 700,000,000"
5bdrm Duplex in Abuja (FCT) for sale,160.0,Duplex,5.0,5.0,unfurnished,Abuja (FCT),Abuja (FCT),,enterprise,"₦ 2,000,000,000"
7bdrm Duplex in Lekki for sale,500.0,Duplex,7.0,7.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 2,200,000,000"
Furnished 2bdrm Penthouse in Lekki for sale,150.0,Penthouse,2.0,2.0,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 180,000,000"
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,150.0,Apartment,2.0,2.0,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 270,000,000"
"4bdrm Duplex in Ikota Gra, Lekki for sale",10.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 200,000,000"
"4bdrm Duplex in Lekki Palm City, Ajah for sale",10.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
"4bdrm Duplex in General Paint, Ajah for sale",10.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 160,000,000"
"3bdrm Bungalow in Ada George, Obio-Akpor for sale",465.0,Bungalow,3.0,3.0,semi-furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,enterprise,"₦ 100,000,000"
2bdrm House in Epe for sale,200.0,House,2.0,3.0,unfurnished,"Lagos State, Epe",Epe,Lagos State,enterprise,"₦ 40,000,000"
6bdrm House in Ikeja GRA for sale,1000.0,House,6.0,1.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 3,500,000,000"
4bdrm Duplex in Adeniyi Jones for sale,1000.0,Duplex,4.0,1.0,unfurnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 550,000,000"
5bdrm Duplex in Chevron for sale,1000.0,Duplex,5.0,1.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 849,000,000"
3bdrm Duplex in Galadimawa for sale,950.0,Duplex,3.0,3.0,unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),enterprise,"₦ 200,000,000"
5bdrm Duplex in Ogudu Gra Lagos for sale,1000.0,Duplex,5.0,6.0,semi-furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,enterprise,"₦ 600,000,000"
6bdrm Duplex in Ijegun Ikotun Lagos for sale,678.0,Duplex,6.0,7.0,semi-furnished,"Ikotun/Igando, Ijegun",Ijegun,Ikotun/Igando,enterprise,"₦ 180,000,000"
Furnished 5bdrm House in Banana Island Ikoyi for sale,2000.0,House,5.0,6.0,furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 8,500,000,000"
4bdrm Apartment in Banana Island Ikoyi for sale,2000.0,Apartment,4.0,5.0,semi-furnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 2,200,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,semi-furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 175,000,000"
"5bdrm Block of Flats in Blue Roof, Ajah for sale",313.0,Block of Flats,5.0,8.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 60,000,000"
"5bdrm Duplex in Light House Estate, Lugbe District for sale",763.0,Duplex,5.0,6.0,semi-furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 370,000,000"
"3bdrm Duplex in F01, Kubwa for sale",250.0,Duplex,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,"₦ 90,000,000"
5bdrm Duplex in Ikoyi for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 6,000,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 350,000,000"
3bdrm Apartment in Yaba for sale,250.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,"₦ 220,000,000"
4bdrm Bungalow in Akobo for sale,500.0,Bungalow,4.0,5.0,unfurnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,"₦ 95,000,000"
"3bdrm Duplex in Rayfield ,, Ibadan for sale",450.0,Duplex,3.0,3.0,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 150,000,000"
4bdrm Duplex in Ibadan for sale,450.0,Duplex,4.0,4.0,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,enterprise,"₦ 185,000,000"
"4bdrm Duplex in Secured Estate, Adeniyi Jones for sale",250.0,Duplex,4.0,4.0,semi-furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,enterprise,"₦ 370,000,000"
2bdrm Bungalow in Ogombo for sale,200.0,Bungalow,2.0,2.0,semi-furnished,"Ajah, Ogombo",Ogombo,Ajah,enterprise,"₦ 67,000,000"
5bdrm Duplex in Sangotedo for sale,320.0,Duplex,5.0,5.0,semi-furnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 300,000,000"
3bdrm Bungalow in Majesty Estate Off for sale,300.0,Bungalow,3.0,4.0,semi-furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 125,000,000"
3bdrm House in Omole Phase 1 for sale,1000.0,House,3.0,1.0,unfurnished,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,enterprise,"₦ 320,000,000"
3bdrm Block of Flats in Off Egbeda Iyana for sale,641.0,Block of Flats,3.0,4.0,semi-furnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,enterprise,"₦ 250,000,000"
Furnished 5bdrm Duplex in Ogba Gra Didiolu for sale,450.0,Duplex,5.0,6.0,furnished,"Ogba, Ogba GRA",Ogba GRA,Ogba,enterprise,"₦ 540,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,300.0,Duplex,5.0,5.0,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,300,000,000"
2bdrm Apartment in Lekki for sale,350.0,Apartment,2.0,2.0,semi-furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 200,000,000"
