title,property_size,house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
Furnished 6bdrm Duplex in Osapa london for sale,650.0,Duplex,6.0,6.0,furnished,"Lekki, Osapa london",Osapa london,Lekki,diamond,"₦ 1,720,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 180,000,000"
3bdrm Duplex in Ajah for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 105,000,000"
2bdrm Apartment in Lekki Phase 2 for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 125,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 270,000,000"
5bdrm Duplex in Ikate for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 980,000,000"
2bdrm Apartment in Lekki for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 150,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 250,000,000"
4bdrm Duplex in Lekki Phase 1 for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 380,000,000"
"5bdrm Bungalow in Oluana, Ibadan for sale",532.0,Bungalow,5.0,7.0,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 75,000,000"
"Furnished 4bdrm Duplex in Gbalajam, Port-Harcourt for sale",330.0,Duplex,4.0,5.0,furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 330,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,123.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,diamond,"₦ 260,000,000"
3bdrm Block of Flats in Durumi for sale,500.0,Block of Flats,3.0,4.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,"₦ 120,000,000"
3bdrm Block of Flats in Katampe (Main) for sale,500.0,Block of Flats,3.0,4.0,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 200,000,000"
"Furnished 4bdrm Duplex in Ajah, Thomas Estate for sale",400.0,Duplex,4.0,5.0,furnished,"Ajah, Thomas Estate",Thomas Estate,Ajah,False,"₦ 280,000,000"
"4bdrm Duplex in Citadel Oasis, Abraham Adesanya for sale",300.0,Duplex,4.0,4.0,unfurnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Surulere,enterprise,"₦ 240,000,000"
4bdrm Duplex in Igbo-efon for sale,600.0,Duplex,4.0,4.0,unfurnished,"Lekki, Igbo-efon",Igbo-efon,Lekki,enterprise,"₦ 140,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,350.0,Duplex,4.0,4.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 170,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 280,000,000"
5bdrm Duplex in Ologolo for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 340,000,000"
Mini Flat in Palmgroove for sale,1000.0,,1.0,1.0,unfurnished,"Shomolu, Palmgroove",Palmgroove,Shomolu,enterprise,"₦ 53,000,000"
4bdrm Duplex in Ajah for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 130,000,000"
Furnished 4bdrm Duplex in Lekki for sale,1000.0,Duplex,4.0,4.0,furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 120,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 145,000,000"
3bdrm Duplex in Ado / Ajah for sale,500.0,Duplex,3.0,4.0,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 75,000,000"
4bdrm Duplex in Osapa london for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 180,000,000"
5bdrm Duplex in Chevron for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 500,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 190,000,000"
2bdrm Apartment in Victoria Island Extension for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,enterprise,"₦ 290,000,000"
5bdrm Duplex in VGC / Ajah for sale,800.0,Duplex,5.0,5.0,unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 900,000,000"
4bdrm Duplex in Lekki for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 145,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 430,000,000"
3bdrm Duplex in Chevron for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 110,000,000"
4bdrm Duplex in Life Camp for sale,500.0,Duplex,4.0,5.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 240,000,000"
3bdrm Block of Flats in Life Camp for sale,700.0,Block of Flats,3.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 80,000,000"
"3bdrm Duplex in Ambiance Iii, Peninsula Estate for sale",250.0,Duplex,3.0,3.0,unfurnished,"Ajah, Peninsula Estate",Peninsula Estate,Ajah,enterprise,"₦ 160,000,000"
3bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,Duplex,3.0,3.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 110,000,000"
2bdrm Apartment in Lekki Phase 2 for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 85,000,000"
3bdrm Apartment in Ikeja GRA for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 450,000,000"
5bdrm Duplex in Chevron for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 350,000,000"
5bdrm Duplex in Ikota for sale,3500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 370,000,000"
4bdrm Duplex in Maryland for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Maryland",Maryland,Lagos State,enterprise,"₦ 280,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 280,000,000"
3bdrm Duplex in Sangotedo for sale,350.0,Duplex,3.0,3.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 120,000,000"
5bdrm Duplex in VGC / Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,enterprise,"₦ 370,000,000"
4bdrm Duplex in Ikorodu for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,enterprise,"₦ 100,000,000"
4bdrm Duplex in Ikota for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 230,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 160,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 245,000,000"
5bdrm Duplex in Old Ikoyi for sale,600.0,Duplex,5.0,5.0,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 1,000,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 400,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 125,000,000"
5bdrm Duplex in Ikoyi S.W for sale,350.0,Duplex,5.0,5.0,unfurnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,enterprise,"₦ 1,500,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 280,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 130,000,000"
4bdrm Duplex in Chevron for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
2bdrm Duplex in Kubwa for sale,500.0,Duplex,2.0,3.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 70,000,000"
4bdrm Duplex in Life Camp for sale,500.0,Duplex,4.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 120,000,000"
4bdrm Duplex in Life Camp for sale,1000.0,Duplex,4.0,5.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 100,000,000"
Furnished 5bdrm Duplex in Owerri for sale,500.0,Duplex,5.0,5.0,furnished,"Imo State, Owerri",Owerri,Imo State,diamond,"₦ 180,000,000"
Furnished 2bdrm Apartment in Jahi for sale,300.0,Apartment,2.0,2.0,furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,"₦ 190,000,000"
5bdrm Duplex in Ajah for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 280,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 240,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 280,000,000"
4bdrm Duplex in Chevron for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 280,000,000"
4bdrm Duplex in Mende for sale,350.0,Duplex,4.0,4.0,unfurnished,"Maryland, Mende",Mende,Maryland,enterprise,"₦ 320,000,000"
5bdrm Duplex in Ikota for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 580,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 260,000,000"
5bdrm Duplex in Ikoyi for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 3,500,000,000"
"Furnished 3bdrm Maisonette in Gwarinpa, Life Camp for sale",500.0,Maisonette,3.0,3.0,furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,"₦ 300,000,000"
4bdrm Duplex in Chevron for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 200,000,000"
5bdrm Duplex in Ikate for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,000,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 820,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 300,000,000"
"5bdrm Duplex in Alhaji Estate, Port-Harcourt for sale",930.0,Duplex,5.0,6.0,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 300,000,000"
3bdrm Bungalow in Hajj Camp Gwagwalada for sale,800.0,Bungalow,3.0,4.0,unfurnished,"Abuja (FCT), Gwagwalada",Gwagwalada,Abuja (FCT),diamond,"₦ 55,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,1250.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 1,200,000,000"
"Furnished 3bdrm Bungalow in Oreta Estate, Igbogbo for sale",300.0,Bungalow,3.0,4.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 14,000,000"
"Furnished 2bdrm Bungalow in Ofin Estate, Igbogbo for sale",300.0,Bungalow,2.0,3.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 13,000,000"
3bdrm Duplex in Karmo for sale,200.0,Duplex,3.0,3.0,semi-furnished,"Abuja (FCT), Karmo",Karmo,Abuja (FCT),diamond,"₦ 140,000,000"
"3bdrm Bungalow in Bluestone 2.0, Iseri for sale",600.0,Bungalow,3.0,3.0,unfurnished,"Ogun State, Iseri",Iseri,Ogun State,enterprise,"₦ 47,500,000"
4bdrm Duplex in Lugbe District for sale,500.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 230,000,000"
2bdrm Apartment in Ikate for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 220,000,000"
5bdrm Duplex in Magodo for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Magodo",Magodo,Lagos State,enterprise,"₦ 380,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 120,000,000"
4bdrm Penthouse in Lekki Phase 1 for sale,500.0,Penthouse,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 350,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,1000.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 600,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 150,000,000"
4bdrm Duplex in Ajah for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 220,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 230,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 170,000,000"
"4bdrm Bungalow in Biala Estate, Iwo Road for sale",1250.0,Bungalow,4.0,2.0,unfurnished,"Ibadan, Iwo Road",Iwo Road,Ibadan,False,"₦ 18,000,000"
3bdrm Duplex in Kubwa for sale,500.0,Duplex,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 150,000,000"
2bdrm Block of Flats in Kubwa for sale,500.0,Block of Flats,2.0,3.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 39,000,000"
5bdrm Duplex in Guzape Main for sale,1000.0,Duplex,5.0,7.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 1,600,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 390,000,000"
4bdrm Duplex in Chevron for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 320,000,000"
Furnished 2bdrm Duplex in Ajah for sale,500.0,Duplex,2.0,2.0,furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 120,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 260,000,000"
2bdrm Block of Flats in Kiami for sale,1000.0,Block of Flats,2.0,2.0,unfurnished,"Lugbe District, Kiami",Kiami,Lugbe District,enterprise,"₦ 55,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 650,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 900,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 400,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 390,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 950,000,000"
"4bdrm Duplex in Otunla, Bogije for sale",600.0,Duplex,4.0,4.0,semi-furnished,"Ibeju, Bogije",Bogije,Ibeju,diamond,"₦ 120,000,000"
"3bdrm Block of Flats in 2 Flats, Benin City for sale",466.0,Block of Flats,3.0,3.0,unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,"₦ 25,000,000"
"5bdrm Bungalow in Daylight Property, Benin City for sale",456.0,Bungalow,5.0,5.0,semi-furnished,"Edo State, Benin City",Benin City,Edo State,diamond,"₦ 17,000,000"
5bdrm Duplex in Apo Resettlement for sale,700.0,Duplex,5.0,5.0,semi-furnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,"₦ 550,000,000"
"4bdrm Penthouse in Emerald Signature, Sangotedo for sale",250.0,Penthouse,4.0,4.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 300,000,000"
2bdrm Apartment in Lekki for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 88,000,000"
5bdrm Duplex in Ologolo for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 290,000,000"
5bdrm Duplex in Ajah for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 320,000,000"
5bdrm Duplex in Omole Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,enterprise,"₦ 470,000,000"
3bdrm Apartment in Lekki for sale,600.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 65,000,000"
3bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 380,000,000"
3bdrm Block of Flats in Life Camp for sale,500.0,Block of Flats,3.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 95,000,000"
4bdrm Duplex in Lekki Phase 2 for sale,123.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,diamond,"₦ 280,000,000"
3bdrm Block of Flats in Katampe (Main) for sale,700.0,Block of Flats,3.0,4.0,unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 110,000,000"
Furnished 4bdrm Bungalow in Igbogbo Estate for sale,600.0,Bungalow,4.0,3.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 30,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 130,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 220,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 230,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 650,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 850,000,000"
2bdrm Apartment in Ajah for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 75,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,100,000,000"
5bdrm Duplex in Ikate for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 450,000,000"
3bdrm Apartment in Victoria Island for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 450,000,000"
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,500.0,Apartment,2.0,2.0,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 230,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 350,000,000"
3bdrm Apartment in Ikeja for sale,500.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 190,000,000"
5bdrm Duplex in Ologolo for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 390,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 250,000,000"
3bdrm Duplex in Kubwa for sale,500.0,Duplex,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 96,000,000"
3bdrm Duplex in Kubwa for sale,500.0,Duplex,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 120,000,000"
"Furnished 4bdrm Bungalow in Akindana Estate, Igbogbo for sale",600.0,Bungalow,4.0,5.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 22,000,000"
"3bdrm Block of Flats in Mini Eatate, Wuye for sale",1000.0,Block of Flats,3.0,4.0,unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),enterprise,"₦ 150,000,000"
5bdrm Duplex in Jahi for sale,500.0,Duplex,5.0,5.0,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 550,000,000"
4bdrm Duplex in Ologolo for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 200,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 220,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 480,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 230,000,000"
4bdrm Duplex in Agungi for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Agungi",Agungi,Lekki,enterprise,"₦ 190,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 150,000,000"
3bdrm Apartment in Ipaja Road for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Ipaja, Ipaja Road",Ipaja Road,Ipaja,enterprise,"₦ 81,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 380,000,000"
5bdrm Duplex in Chevron for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 330,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 600,000,000"
4bdrm Duplex in Kaura for sale,500.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),diamond,"₦ 200,000,000"
"Furnished 4bdrm Bungalow in Fashola Estate, Igbogbo for sale",600.0,Bungalow,4.0,4.0,furnished,"Ikorodu, Igbogbo",Igbogbo,Ikorodu,diamond,"₦ 50,000,000"
4bdrm Duplex in Guzape Main for sale,1000.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 350,000,000"
4bdrm Duplex in Utako for sale,300.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),diamond,"₦ 450,000,000"
