title,property_size(sqm),house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
4bdrm Duplex in GRA Phase 2 Shangisha for sale,500,Duplex,4,4,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos Mainland,Enterprise,450000000.0
2bdrm Apartment in Lugbe District for sale,350,Apartment,2,2,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,47500000.0
5bdrm Duplex in Dawaki for sale,400,Duplex,5,6,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),Diamond,70000000.0
5bdrm Duplex in Durumi for sale,700,Duplex,5,6,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Diamond,200000000.0
1bdrm Block of Flats in Kubwa for sale,700,Block of Flats,1,2,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,23500000.0
3bdrm Apartment in Victoria Island Extension for sale,1500,Apartment,3,3,Unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos Island,Diamond,750000000.0
"5bdrm Duplex in Emerald, Galadimawa for sale",800,Duplex,5,6,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),Enterprise,500000000.0
4bdrm Duplex in Guzape Main for sale,1000,Duplex,4,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,250000000.0
4bdrm Duplex in Gaduwa for sale,250,Duplex,4,4,Semi-Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),Diamond,200000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,220000000.0
2bdrm Apartment in Chevron for sale,1000,Apartment,2,2,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,140000000.0
4bdrm Duplex in Off Lekki-Epe Expressway for sale,350,Duplex,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,170000000.0
3bdrm Duplex in Lekki for sale,500,Duplex,3,3,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,95000000.0
5bdrm Duplex in Ikota for sale,500,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,480000000.0
5bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,420000000.0
3bdrm Apartment in Victoria Island for sale,100,Apartment,3,3,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos Island,Enterprise,500000000.0
"3bdrm Maisonette in Congress Park, Lekki Phase 1 for sale",4596,Maisonette,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Diamond,250000000.0
"3bdrm Bungalow in Brains And Hammer, Kubwa for sale",450,Bungalow,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,35000000.0
7bdrm Duplex in Kaura for sale,700,Duplex,7,8,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),Diamond,750000000.0
"5bdrm Duplex in Kafe District, Gwarinpa for sale",800,Duplex,5,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,260000000.0
4bdrm Duplex in Guzape Main for sale,200,Duplex,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,350000000.0
4bdrm Duplex in Guzape Main for sale,1000,Duplex,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,650000000.0
"2bdrm Block of Flats in Mufasa Prime, Ikate for sale",300,Block of Flats,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,230000000.0
3bdrm Apartment in Ikeja GRA for sale,1000,Apartment,3,3,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos Mainland,Enterprise,440000000.0
5bdrm Duplex in Ikota for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,380000000.0
2bdrm Apartment in Alagomeji for sale,500,Apartment,2,2,Unfurnished,"Yaba, Alagomeji",Alagomeji,Lagos Mainland,Enterprise,90000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,300000000.0
5bdrm Duplex in Ogunlana for sale,350,Duplex,5,5,Unfurnished,"Surulere, Ogunlana",Ogunlana,Lagos Mainland,Enterprise,270000000.0
5bdrm Duplex in Lekki Phase 1 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,900000000.0
2bdrm Apartment in Lekki Phase 1 for sale,1000,Apartment,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,200000000.0
"4bdrm Duplex in Akwaka Estate, Port-Harcourt for sale",300,Duplex,4,5,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,190000000.0
5bdrm Duplex in Kado for sale,700,Duplex,5,6,Unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Diamond,750000000.0
2bdrm Apartment in Lekki Phase 1 for sale,600,Apartment,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,145000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,400000000.0
4bdrm Duplex in Osapa london for sale,500,Duplex,4,4,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos Island,Enterprise,330000000.0
3bdrm Duplex in Ilupeju for sale,500,Duplex,3,3,Unfurnished,"Lagos State, Ilupeju",Ilupeju,Lagos Mainland,Enterprise,190000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,160000000.0
5bdrm Duplex in Lekki Phase 1 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,800000000.0
4bdrm Duplex in Lekki Phase 1 for sale,500,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,650000000.0
2bdrm Apartment in Ologolo for sale,500,Apartment,2,2,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos Island,Enterprise,140000000.0
3bdrm Duplex in Osapa london for sale,1000,Duplex,3,3,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos Island,Enterprise,185000000.0
5bdrm Duplex in Osapa london for sale,500,Duplex,5,5,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos Island,Enterprise,650000000.0
4bdrm Duplex in GRA Phase 1 for sale,350,Duplex,4,4,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos Mainland,Enterprise,320000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,300000000.0
5bdrm Duplex in Lekki Phase 2 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,650000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,145000000.0
"2bdrm Bungalow in Fcda, Kubwa for sale",500,Bungalow,2,2,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,40000000.0
2bdrm Block of Flats in Life Camp for sale,500,Block of Flats,2,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,65000000.0
"Furnished 3bdrm Bungalow in Ofin Estate, Ikorodu for sale",600,Bungalow,3,3,Furnished,"Lagos State, Ikorodu",Ikorodu,Lagos Mainland,Diamond,23000000.0
"Furnished 5bdrm Duplex in Sunnyvale Axis, Galadimawa for sale",1000,Duplex,5,5,Furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),Enterprise,150000000.0
2bdrm Apartment in Ikate Lekki for sale,500,Apartment,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Vip_Gold,230000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,400000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,420000000.0
4bdrm Duplex in Chevron for sale,400,Duplex,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,230000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,190000000.0
3bdrm Apartment in Ikate for sale,1000,Apartment,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,200000000.0
"3bdrm Duplex in Payment Plan, Off Lekki-Epe Expressway for sale",1000,Duplex,3,3,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,110000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,320000000.0
2bdrm Apartment in Ikate for sale,500,Apartment,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,280000000.0
4bdrm Duplex in Lekki Phase 1 for sale,1000,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,350000000.0
4bdrm Duplex in Ikate for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,250000000.0
Furnished 1bdrm Block of Flats in Katampe for sale,500,Block of Flats,1,2,Furnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),Diamond,100000000.0
4bdrm Duplex in Mabushi for sale,700,Duplex,4,5,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,400000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,390000000.0
Furnished 4bdrm Duplex in Lekki for sale,500,Duplex,4,4,Furnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,450000000.0
5bdrm Duplex in Chevron for sale,500,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,600000000.0
4bdrm Duplex in Off Lekki-Epe Expressway for sale,500,Duplex,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,150000000.0
5bdrm Duplex in Ajah for sale,500,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,280000000.0
5bdrm Duplex in Chevron for sale,500,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,330000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,170000000.0
5bdrm Duplex in Ikate for sale,500,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,850000000.0
4bdrm Duplex in Ajah for sale,500,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,160000000.0
4bdrm Duplex in Osborne Foreshore Estate for sale,500,Duplex,4,4,Unfurnished,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Lagos Island,Enterprise,350000000.0
Furnished 2bdrm Duplex in Mende for sale,500,Duplex,2,2,Furnished,"Maryland, Mende",Mende,Lagos Mainland,Enterprise,150000000.0
5bdrm Duplex in Ikota for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,230000000.0
6bdrm House in Ibadan for sale,1500,Apartment,6,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,False,50000000.0
1bdrm Block of Flats in Life Camp for sale,500,Block of Flats,1,2,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,40000000.0
4bdrm House in Gwarinpa for sale,500,Bungalow,4,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,350000000.0
4bdrm Duplex in Guzape District for sale,500,Duplex,4,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,350000000.0
4bdrm Duplex in Asokoro Main for sale,1000,Duplex,4,4,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),False,900000000.0
4bdrm Duplex in Surulere for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Surulere",Surulere,Lagos Mainland,Enterprise,300000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,350000000.0
5bdrm Duplex in Chevron for sale,500,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,500000000.0
5bdrm Duplex in Lekki Phase 2 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,400000000.0
5bdrm Duplex in Ikota for sale,500,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,660000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,260000000.0
5bdrm Duplex in Chevron for sale,500,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,500000000.0
2bdrm Block of Flats in Kiami for sale,500,Block of Flats,2,2,Unfurnished,"Lugbe District, Kiami",Kiami,Abuja (FCT),Enterprise,40000000.0
5bdrm Duplex in Ajah for sale,500,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,290000000.0
5bdrm Duplex in Chevron for sale,500,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,380000000.0
5bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,370000000.0
3bdrm Duplex in Akure for sale,300,Duplex,3,3,Unfurnished,"Ondo State, Akure",Akure,Ondo State,Enterprise,98000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,390000000.0
5bdrm Duplex in Lekki Phase 1 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,350000000.0
5bdrm Duplex in Ikota for sale,500,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,320000000.0
2bdrm Block of Flats in Kubwa for sale,800,Block of Flats,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,45000000.0
4bdrm Duplex in Jahi for sale,150,Duplex,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,230000000.0
3bdrm Duplex in Sangotedo for sale,250,Duplex,3,3,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos Island,Enterprise,150000000.0
5bdrm Duplex in Alaka Estate for sale,350,Duplex,5,5,Unfurnished,"Surulere, Alaka Estate",Alaka Estate,Lagos Mainland,Enterprise,450000000.0
5bdrm Duplex in Chevron for sale,500,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,680000000.0
4bdrm Duplex in Ikota for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,150000000.0
4bdrm Duplex in Off Lekki-Epe Expressway for sale,500,Duplex,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,230000000.0
5bdrm Duplex in Ikota for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,330000000.0
4bdrm Duplex in Ikota for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,180000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,300000000.0
3bdrm Apartment in Lekki Phase 1 for sale,500,Apartment,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,350000000.0
5bdrm Duplex in Lekki Phase 1 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,300000000.0
4bdrm Duplex in Ikota for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,200000000.0
2bdrm Apartment in Ikate for sale,500,Apartment,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,195000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,120000000.0
1bdrm Block of Flats in Maitama Ii Katampe for sale,500,Block of Flats,1,2,Unfurnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),Diamond,85000000.0
4bdrm Duplex in Life Camp for sale,500,Duplex,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,210000000.0
3bdrm Apartment in Yaba for sale,500,Apartment,3,3,Unfurnished,"Lagos State, Yaba",Yaba,Lagos Mainland,Enterprise,150000000.0
1bdrm Apartment in Lekki Phase 1 for sale,1000,Apartment,1,1,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,160000000.0
5bdrm Duplex in Agungi for sale,350,Duplex,5,5,Unfurnished,"Lekki, Agungi",Agungi,Lagos Island,Enterprise,350000000.0
4bdrm Duplex in Lekki Phase 1 for sale,500,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,800000000.0
5bdrm Duplex in Lekki for sale,500,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,430000000.0
5bdrm Duplex in Lekki Phase 2 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,650000000.0
5bdrm Duplex in Ikate for sale,500,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,829000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,650000000.0
5bdrm Duplex in Ikate for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,290000000.0
4bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,140000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,180000000.0
Furnished 3bdrm Apartment in Osapa london for sale,500,Apartment,3,3,Furnished,"Lekki, Osapa london",Osapa london,Lagos Island,Enterprise,280000000.0
2bdrm Apartment in Lekki Phase 1 for sale,1000,Apartment,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,275000000.0
2bdrm Apartment in Ikate for sale,500,Apartment,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,190000000.0
4bdrm Block of Flats in Katampe Main for sale,1000,Block of Flats,4,5,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,220000000.0
4bdrm Duplex in Life Camp for sale,1000,Duplex,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,120000000.0
5bdrm House in Ikoyi for sale,500,Bungalow,5,5,Unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos Island,Enterprise,950000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,220000000.0
4bdrm Duplex in Ikota for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,190000000.0
5bdrm Duplex in Lekki for sale,500,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,550000000.0
5bdrm Duplex in Ogunlana for sale,900,Duplex,5,5,Unfurnished,"Surulere, Ogunlana",Ogunlana,Lagos Mainland,Enterprise,700000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,160000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,150000000.0
2bdrm Duplex in Kubwa for sale,700,Duplex,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,65000000.0
2bdrm Block of Flats in Guzape Main for sale,800,Block of Flats,2,2,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,140000000.0
4bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,180000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,195000000.0
6bdrm Duplex in Ikate for sale,500,Duplex,6,6,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,600000000.0
5bdrm Duplex in Ikate for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,650000000.0
5bdrm Duplex in Lekki Phase 1 for sale,500,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos Island,Enterprise,850000000.0
5bdrm Duplex in Ikota for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,430000000.0
5bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,500000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,350000000.0
5bdrm Duplex in Lekki Phase 2 for sale,500,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,600000000.0
4bdrm Duplex in Ikota for sale,500,Duplex,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,140000000.0
5bdrm Duplex in Chevron for sale,350,Duplex,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos Island,Enterprise,450000000.0
3bdrm Bungalow in Dutse-Alhaji for sale,500,Bungalow,3,3,Unfurnished,"Abuja (FCT), Dutse-Alhaji",Dutse-Alhaji,Abuja (FCT),Diamond,30000000.0
5bdrm Duplex in Katampe (Main) for sale,800,Duplex,5,6,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,450000000.0
5bdrm Duplex in Lekki for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,380000000.0
5bdrm Duplex in Ikota for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos Island,Enterprise,280000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,180000000.0
4bdrm Duplex in Lekki Phase 2 for sale,350,Duplex,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,140000000.0
5bdrm Duplex in Lekki Phase 2 for sale,350,Duplex,5,5,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos Island,Enterprise,330000000.0
4bdrm Duplex in Ikate for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,270000000.0
4bdrm Duplex in Ajah for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,150000000.0
4bdrm Duplex in Off Lekki-Epe Expressway for sale,500,Duplex,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos Island,Enterprise,165000000.0
4bdrm Duplex in Lekki for sale,500,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,200000000.0
4bdrm Duplex in Ado / Ajah for sale,500,Duplex,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos Island,Enterprise,160000000.0
5bdrm Duplex in Ajah for sale,500,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,220000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,160000000.0
4bdrm Duplex in Ikate for sale,350,Duplex,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,285000000.0
5bdrm Duplex in Ikate for sale,350,Duplex,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos Island,Enterprise,930000000.0
4bdrm Duplex in Lekki for sale,350,Duplex,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos Island,Enterprise,250000000.0
Furnished 9bdrm Duplex in Port-Harcourt for sale,465,Duplex,9,10,Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,300000000.0
5bdrm Duplex in Ajah for sale,350,Duplex,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos Island,Enterprise,300000000.0
4bdrm Duplex in Agungi for sale,350,Duplex,4,4,Unfurnished,"Lekki, Agungi",Agungi,Lagos Island,Enterprise,180000000.0
"4bdrm Duplex in Payment Plan, Gudu for sale",350,Duplex,4,4,Unfurnished,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),Enterprise,150000000.0
